カテゴリ,略称,タイトル,学会,著者所属,Paper URL,Website URL,タスク,Domain,ロボット,Training,Evaluation,Modality,Dataset,Backbone,Action Generation,概要
RL,VLM-RL,Vision-Language Models are Zero-Shot Reward Models for Reinforcement Learning,ICLR,"Anthropic, ETH Zurich",https://arxiv.org/abs/2310.12921,https://sites.google.com/view/vlm-rm,Whole-Body Control,,Simulation,RL,,"Language, Vision",,OpenCLIP,Continuous,事前学習VLM(CLIP)を「ゼロショット報酬モデル」として使用し、自然語1行だけでRL報酬を定義し、モデルが大きいほど複雑な課題を正常に学習した →「大きなVLM = 強力な報酬モデル」というスケーリングの法則が確認された。
End-to-End,RT-2,RT-2: Vision-Language-Action Models Transfer Web Knowledge to Robotic Control,CoRL,Google DeepMind,https://arxiv.org/abs/2307.15818,https://robotics-transformer2.github.io/,"Manipulation, Move Base","Indoor, Kitchen, Tabletop",Google EDR,Supervised,,"Language, Vision",RT-1,"PaLI-X, PaLM-E 2","Autoregressive, Discrete Token",first PaLM-E / VLM-based VLA
Dataset,Bridge Data V2,BridgeData V2: A Dataset for Robot Learning at Scale,CoRL,"Carnegie Mellon University, Google DeepMind, Stanford University, UC Berkeley",https://arxiv.org/abs/2308.12952,https://rail-berkeley.github.io/bridgedata/,Manipulation,"Kitchen, Tabletop",WidowX,,,"Language, Proprioception, Vision",BridgeV2,,,Scalableなロボット操作学習のためのWidowXロボットを用いた多様な環境、タスク、物体に対するデータセット
"3D, Affordance",LERF-TOGO,Language Embedded Radiance Fields for Zero-Shot Task-Oriented Grasping,CoRL,UC Berkeley,https://arxiv.org/abs/2309.07970,https://lerftogo.github.io/desktop.html,Grasp,Tabletop,UR5,Self-Supervised,,"Depth, Language, PointCloud, Vision",,"CLIP, DINO, LERF, ZoeDepth",Keyframe,LERFを拡張し、ロボットのGraspのためのAffordance検出と実際のGrasp
"Hierarchical, Planning, Prediction",HiP,Compositional Foundation Models for Hierarchical Planning,NeurIPS,MIT,https://arxiv.org/abs/2309.08587,https://hierarchical-planning-foundation-model.github.io/,Manipulation,Tabletop,Simulation,Supervised,,"Language, Vision",Ego4D,VC1,,"複数の事前学習済み専門家モデル（言語、ビデオ、行動）を組み合わせて階層的に計画を策定し、各段階ごとの反復的なフィードバックで一貫性を確保するHiPフレームワークを提案。高コストのペアリングデータなしでも、長期複合ロボットタスクにおいて優れた一般化と性能を達成する
."
"Planning, Special",Prompt2Walk,Prompt a Robot to Walk with Large Language Models,CDC,"Tsinghua University, UC Berkeley",https://arxiv.org/abs/2309.09969,https://prompt2walk.github.io/,Whole-Body Control,Outdoor,Simulation,,,"Language, Proprioception",,GPT,,"大型言語モデル（GPT-4）に精密に設計されたテキストプロンプト（説明 + 観察/行動履歴）を付与すると、ファインチューニングなしで4足ロボットの低レベル制御（関節コマンド）を直接生成できることをシミュレーションで実証。
核心手法：RLポリシーから収集した観察/行動ペアをテキストプロンプトの例として使用し、LLMがコンテキスト内での動的フィードバックポリシーを学習し、低レベルコマンドをオートレグレッシブに生成する。"
Device,GELLO,"GELLO: A General, Low-Cost, and Intuitive Teleoperation Framework for Robot Manipulators",IROS,UC Berkeley,https://arxiv.org/abs/2309.13037,https://wuphilipp.github.io/gello_site/,"Bi-manual, Manipulation",Tabletop,"Franka Emika Panda, UR5, xArm",,,Proprioception,,,,"安価な3Dプリント・サーボベースの「縮小ロボットアーム」コントローラーGELLOは、VR-3Dマウスよりも高い成功率と効率でデモの収集品質を向上させる。
オープンソースとして公開され、ロボット模倣学習データ確保の参入障壁を大幅に下げたことが重要な貢献だ。"
End-to-End,NoMAD,NoMaD: Goal Masked Diffusion Policies for Navigation and Exploration,ICRA,UC Berkeley,https://arxiv.org/abs/2310.07896,https://general-navigation-models.github.io/nomad/,Navigation,"Indoor, Outdoor",LoCoBot,Supervised,,Vision,"GNM, SACSoN",,Diffusion,"NoMaDは、ゴールマスクを活用して目標に基づく行動と目標のない探索を単一のディフュージョンポリシーで統合学習し、アクションシーケンスを直接ディフュージョンで生成することで、マルチモーダル行動分布を効果的にモデル化します。
この統一ポリシーは、実際の環境において既存のSOTA（サブゴールディフュージョンなど）と比較して25％以上優れた性能と15倍少ない計算量で、探索とナビゲーションを安定的に実行します。"
"RL, VLM for Robotics",RoboCLIP,RoboCLIP: One Demonstration is Enough to Learn Robot Policies,NeurIPS,"Google Research, Stanford University, UC Berkeley, University of Southern California",https://arxiv.org/abs/2310.07899,https://sites.google.com/view/roboclip/home,Manipulation,"Kitchen, Tabletop",Simulation,RL,"FrankaKitchen, MetaWorld","Language, Vision",HowTo100M,S3D,Continuous,RoboCLIPは、事前学習されたビデオ・言語モデルの埋め込みを活用し、たった1つのビデオまたはテキストデモだけで報酬を生成し、ロボットポリシーをオンラインRLで学習する手法を提案します。別途報酬関数を設計することなく、様々なソースのデモ(ロボット/人間/アニメーション/テキスト)だけで、SOTA ILに比べて優れたゼロショット性能を達成する。
Prediction,AVDC,Learning to Act from Actionless Videos through Dense Correspondences,ICLR,MIT,https://arxiv.org/abs/2310.08576,https://flow-diffusion.github.io/,"Manipulation, Navigation","Indoor, Tabletop","Franka Emika Panda, Simulation",Self-Supervised,"AI2THOR, MetaWorld","Depth, Language, Vision",BridgeV2,"CLIP, GMFlow",Image Generation,"初期フレームからの動画生成で, そのオプティカルフローから頑張って手先のSE3を計算してロボットに送る"
"Cross-embodiment, Dataset, Special",RT-X,Open X-Embodiment: Robotic Learning Datasets and RT-X Models,ICRA,"Carnegie Mellon University, Columbia University, DLR, ETH Zurich, Google DeepMind, Google Research, IIT, Imperial College London, KAIST, Max Planck Institute, Stanford University, The University of Tokyo, Toyota Research Institute, UC Berkeley, UC San Diego, University of Illinois Urbana-Champaign, University of Texas at Austin",https://arxiv.org/abs/2310.08864,https://robotics-transformer-x.github.io/,"Bi-manual, Manipulation","Assembly, Indoor, Industrial, Kitchen, Tabletop","ALOHA, Cobotta, FANUC Mate, Franka Emika Panda, Google EDR, Hello Stretch, Jackal, Kinova Gen3, Kinova jaco, Kuka iiwa, PR2, Sawyer, UR5, Unitree A1, WidowX, xArm",Supervised,,"Language, Proprioception, Vision",Open-X-Embodiment,"RT-1, RT-2","Autoregressive, Discrete Token",多様なEmbodimentを含む大規模なデータセットの作成とそれによるVLA (RT-X)
Prediction,SuSIE,"Zero-Shot Robotic Manipulation with Pretrained Image-Editing Diffusion Models ",ICLR,"Google DeepMind, Stanford University, UC Berkeley",https://arxiv.org/abs/2310.10639,https://rail-berkeley.github.io/susie/,Manipulation,Tabletop,"Simulation, WidowX",Supervised,CALVIN,"Language, Vision","BridgeV2, Something-Something",,Diffusion,"difffusion modelでsubgoalをpredictionして, そこからの追従はdiffusion modelを別で教師あり学習"
RL,Eureka,Eureka: Human-Level Reward Design via Coding Large Language Models,ICLR,"Caltech, NVIDIA, University of Pennsylvania, University of Texas at Austin",https://arxiv.org/abs/2310.12931,https://eureka-research.github.io/,"Bi-manual, Dexterous Hand, Manipulation, Whole-Body Control","Game, Tabletop",Simulation,RL,,Language,,GPT,Continuous,LLMが報酬コードを直接作成・改善するように進化検索とフィードバックループを接続したEUREKAは、29のRL課題のうち83％で人間の報酬より優れていた。これにより、ハンドペンスピニングのような高度な技術まで自動学習が可能になった。
Dataset,MimicGen,MimicGen: A Data Generation System for Scalable Robot Learning using Human Demonstrations,CoRL,"NVIDIA, University of Texas at Austin",https://arxiv.org/abs/2310.17596,https://mimicgen.github.io/,Manipulation,"Assembly, Kitchen, Tabletop",Simulation,,,"Proprioception, Vision",,,,"MimicGenは、少数の人間のデモンストレーションをオブジェクトベースの軌跡変換によって大規模・多様なデータセットに拡張し、ロボットの学習性能と汎用性を大幅に向上させました。
つまり、「少ない人→多くの合成デモ」パイプラインでデータ収集のボトルネックを革新的に緩和します。"
VLM for Robotics,RoboVQA,RoboVQA: Multimodal Long-Horizon Reasoning for Robotics,ICRA,Google DeepMind,https://arxiv.org/abs/2311.00899,https://robovqa.github.io/,Manipulation,Tabletop,Google EDR,Supervised,,"Language, Vision",RoboVQA,VideoCoCa,"Autoregressive, Discrete Token","様々なオフィス空間でロボットと人間のデモンストレーションをbottom-up方式で大量収集したRoboVQAデータとビデオベースのVLM RoboVQA-VideoCoCaを提案し、実際のロボットの長期推論・計画エラーを従来のSOTAに比べて大幅に削減した。
人間データ活用・タスク増強・ビデオ条件がロボット知能のスケールアップの鍵であることを実験的に実証する。"
End-to-End,RoboFlamingo,Vision-Language Foundation Models as Effective Robot Imitators,,"ByteDance Research, National University of Singapore, Shanghai Jiao Tong University, Tsinghua University",https://arxiv.org/abs/2311.01378,https://roboflamingo.github.io/,Manipulation,Tabletop,Simulation,Supervised,CALVIN,"Language, Proprioception, Vision",CALVIN,OpenFlamingo,Autoregressive,openflamingoで学習されたVLMをそのまま凍結して別のLSTM or Transformerのpolicy headを学習させればよい. RT-1/RT-2みたいにco-finetuningはいらないという主張
"Application-Oriented, End-to-End",RT-Trajectory,RT-Trajectory: Robotic Task Generalization via Hindsight Trajectory Sketches,ICLR,"Google DeepMind, Stanford University, UC San Diego",https://arxiv.org/abs/2311.01977,https://rt-trajectory.github.io/,Manipulation,"Kitchen, Tabletop",Google EDR,Supervised,,Vision,RT-1,RT-1,Discrete Token,ロボット作業の一般化を目的として、カメラ画像上に2次元で描かれた概略的な経路（トラジェクトリー・スケッチ）をタスクとして指定し、これを模倣学習で学習するRT-Trajectory方式を提案する。従来の言語/ゴール・コンディショニングに比べて、新しい動作や作業に対する一般化性能が大幅に向上する。
"3D, End-to-End",LEO,An Embodied Generalist Agent in 3D World,ICML,"Carnegie Mellon University, Peking University, Tsinghua University",https://arxiv.org/abs/2311.12871,https://embodied-generalist.github.io/,"Manipulation, Navigation","Indoor, Tabletop",Simulation,Supervised,,"Language, PointCloud, Vision",,"OpenCLIP, PointNet++, Vicuna","Autoregressive, Discrete Token","LEOは、2D/3D視覚入力と言語コマンドを基盤に、知覚、推論、計画、操作を統合的に実行する汎用的なエンボディッドエージェントです。LoRAベースのLLMにマルチモーダルトークン化を通じてインストラクションチューニングで学習されます。
3DシーングラフベースのLLM補助データ生成手法と2段階学習戦略により、既存のタスク特化型モデルよりも優れた性能を多様な3Dタスクで実証しています。"
RL,RPD,Refined Policy Distillation: From VLA Generalists to RL Experts,,University of Technology Nuremberg,https://arxiv.org/abs/2503.05833,,Manipulation,Tabletop,Simulation,"Distillation, RL",Maniskill2,"Language, Vision",Open-X-Embodiment,"Octo, OpenVLA",Continuous,VLA教師の行動をMSE模倣項として組み合わせたPPO学生(RPD)は、サンプル効率・成功率を大幅に高め、軽量・高性能なエキスパートポリシーを自動蒸留する。VLAが少しでも役に立つと、sparse補償・カメラ変更などの困難な条件下でもPPOに比べて優れた性能を発揮する。
"Affordance, RL",KAGI,Affordance-Guided Reinforcement Learning via Visual Prompting,IROS,"Cornell University, Stanford University, UC Berkeley",https://arxiv.org/abs/2407.10341,https://sites.google.com/view/affordance-guided-rl,Manipulation,Tabletop,WidowX,RL,,"Language, Vision",,"GPT, MiniGPT",Continuous,"VLMによるAffordance (Keypointなど)を予測し、それに従うようにRewardを作成, 強化学習を行う"
